"artist","track","track_title","line","lyric"
"Lewis Capaldi","Someone You Loved","Someone You Loved",1,"I'm going under, and this time, I fear there's no one to save me"
"Lewis Capaldi","Someone You Loved","Someone You Loved",2,"This all or nothing really got a way of driving me crazy"
"Lewis Capaldi","Someone You Loved","Someone You Loved",3,"I need somebody to heal, somebody to know"
"Lewis Capaldi","Someone You Loved","Someone You Loved",4,"Somebody to have, somebody to hold"
"Lewis Capaldi","Someone You Loved","Someone You Loved",5,"It's easy to say, but it's never the same"
"Lewis Capaldi","Someone You Loved","Someone You Loved",6,"I guess I kinda liked the way you numbed all the pain"
"Lewis Capaldi","Someone You Loved","Someone You Loved",7,"Now, the day bleeds into nightfall"
"Lewis Capaldi","Someone You Loved","Someone You Loved",8,"And you're not here to get me through it all"
"Lewis Capaldi","Someone You Loved","Someone You Loved",9,"I let my guard down and then you pulled the rug"
"Lewis Capaldi","Someone You Loved","Someone You Loved",10,"I was getting kinda used to being someone you loved"
"Lewis Capaldi","Someone You Loved","Someone You Loved",11,"I'm going under, and this time, I fear there's no one to turn to"
"Lewis Capaldi","Someone You Loved","Someone You Loved",12,"This all or nothing way of loving got me sleeping without you"
"Lewis Capaldi","Someone You Loved","Someone You Loved",13,"Now, I need somebody to know, somebody to heal"
"Lewis Capaldi","Someone You Loved","Someone You Loved",14,"Somebody to have, just to know how it feels"
"Lewis Capaldi","Someone You Loved","Someone You Loved",15,"It's easy to say, but it's never the same"
"Lewis Capaldi","Someone You Loved","Someone You Loved",16,"I guess I kinda like the way you help me escape"
"Lewis Capaldi","Someone You Loved","Someone You Loved",17,"Now, the day bleeds into nightfall"
"Lewis Capaldi","Someone You Loved","Someone You Loved",18,"And you're not here to get me through it all"
"Lewis Capaldi","Someone You Loved","Someone You Loved",19,"I let my guard down and then you pulled the rug"
"Lewis Capaldi","Someone You Loved","Someone You Loved",20,"I was getting kinda used to being someone you loved"
"Lewis Capaldi","Someone You Loved","Someone You Loved",21,"And I tend to close my eyes when it hurts sometimes"
"Lewis Capaldi","Someone You Loved","Someone You Loved",22,"I fall into your arms"
"Lewis Capaldi","Someone You Loved","Someone You Loved",23,"I'll be safe in your sound till I come back around"
"Lewis Capaldi","Someone You Loved","Someone You Loved",24,"For now, the day bleeds into nightfall"
"Lewis Capaldi","Someone You Loved","Someone You Loved",25,"And you're not here to get me through it all"
"Lewis Capaldi","Someone You Loved","Someone You Loved",26,"I let my guard down and then you pulled the rug"
"Lewis Capaldi","Someone You Loved","Someone You Loved",27,"I was getting kinda used to being someone you loved"
"Lewis Capaldi","Someone You Loved","Someone You Loved",28,"But now the day bleeds into nightfall"
"Lewis Capaldi","Someone You Loved","Someone You Loved",29,"And you're not here to get me through it all"
"Lewis Capaldi","Someone You Loved","Someone You Loved",30,"I let my guard down and then you pulled the rug"
"Lewis Capaldi","Someone You Loved","Someone You Loved",31,"I was getting kinda used to being someone you loved"
"Lewis Capaldi","Someone You Loved","Someone You Loved",32,"I let my guard down and then you pulled the rug"
"Lewis Capaldi","Someone You Loved","Someone You Loved",33,"I was getting kinda used to being someone you loved"
"Billie Eilish","Bad Guy","​bad guy",1,"White shirt now red, my bloody nose"
"Billie Eilish","Bad Guy","​bad guy",2,"Sleepin', you're on your tippy toes"
"Billie Eilish","Bad Guy","​bad guy",3,"Creepin' around like no one knows"
"Billie Eilish","Bad Guy","​bad guy",4,"Think you're so criminal"
"Billie Eilish","Bad Guy","​bad guy",5,"Bruises on both my knees for you"
"Billie Eilish","Bad Guy","​bad guy",6,"Don't say thank you or please"
"Billie Eilish","Bad Guy","​bad guy",7,"I do what I want when I'm wanting to"
"Billie Eilish","Bad Guy","​bad guy",8,"My soul? So cynical"
"Billie Eilish","Bad Guy","​bad guy",9,"So you're a tough guy"
"Billie Eilish","Bad Guy","​bad guy",10,"Like it really rough guy"
"Billie Eilish","Bad Guy","​bad guy",11,"Just can't get enough guy"
"Billie Eilish","Bad Guy","​bad guy",12,"Chest always so puffed guy"
"Billie Eilish","Bad Guy","​bad guy",13,"I'm that bad type"
"Billie Eilish","Bad Guy","​bad guy",14,"Make your mama sad type"
"Billie Eilish","Bad Guy","​bad guy",15,"Make your girlfriend mad tight"
"Billie Eilish","Bad Guy","​bad guy",16,"Might seduce your dad type"
"Billie Eilish","Bad Guy","​bad guy",17,"I'm the bad guy"
"Billie Eilish","Bad Guy","​bad guy",18,"Duh"
"Billie Eilish","Bad Guy","​bad guy",19,"I'm the bad guy"
"Billie Eilish","Bad Guy","​bad guy",20,"I like it when you take control"
"Billie Eilish","Bad Guy","​bad guy",21,"Even if you know that you don't"
"Billie Eilish","Bad Guy","​bad guy",22,"Own me, I'll let you play the role"
"Billie Eilish","Bad Guy","​bad guy",23,"I'll be your animal"
"Billie Eilish","Bad Guy","​bad guy",24,"My mommy likes to sing along with me"
"Billie Eilish","Bad Guy","​bad guy",25,"But she won't sing this song"
"Billie Eilish","Bad Guy","​bad guy",26,"If she reads all the lyrics"
"Billie Eilish","Bad Guy","​bad guy",27,"She'll pity the men I know"
"Billie Eilish","Bad Guy","​bad guy",28,"So you're a tough guy"
"Billie Eilish","Bad Guy","​bad guy",29,"Like it really rough guy"
"Billie Eilish","Bad Guy","​bad guy",30,"Just can't get enough guy"
"Billie Eilish","Bad Guy","​bad guy",31,"Chest always so puffed guy"
"Billie Eilish","Bad Guy","​bad guy",32,"I'm that bad type"
"Billie Eilish","Bad Guy","​bad guy",33,"Make your mama sad type"
"Billie Eilish","Bad Guy","​bad guy",34,"Make your girlfriend mad tight"
"Billie Eilish","Bad Guy","​bad guy",35,"Might seduce your dad type"
"Billie Eilish","Bad Guy","​bad guy",36,"I'm the bad guy"
"Billie Eilish","Bad Guy","​bad guy",37,"Duh"
"Billie Eilish","Bad Guy","​bad guy",38,"I'm the bad guy, duh"
"Billie Eilish","Bad Guy","​bad guy",39,"I'm only good at bein' bad, bad"
"Billie Eilish","Bad Guy","​bad guy",40,"I like when you get mad"
"Billie Eilish","Bad Guy","​bad guy",41,"I guess I'm pretty glad that you're alone"
"Billie Eilish","Bad Guy","​bad guy",42,"You said she's scared of me?"
"Billie Eilish","Bad Guy","​bad guy",43,"I mean, I don't see what she sees"
"Billie Eilish","Bad Guy","​bad guy",44,"But maybe it's 'cause I'm wearing your cologne"
"Billie Eilish","Bad Guy","​bad guy",45,"I'm a bad guy"
"Billie Eilish","Bad Guy","​bad guy",46,"I'm, I'm a bad guy"
"Billie Eilish","Bad Guy","​bad guy",47,"Bad guy, bad guy"
"Billie Eilish","Bad Guy","​bad guy",48,"I'm a bad"
"Jonas Brothers","Sucker","Sucker",1,"We go together"
"Jonas Brothers","Sucker","Sucker",2,"Better than birds of a feather, you and me"
"Jonas Brothers","Sucker","Sucker",3,"We change the weather, yeah"
"Jonas Brothers","Sucker","Sucker",4,"I'm feelin' heat in December when you're 'round me"
"Jonas Brothers","Sucker","Sucker",5,"I've been dancin' on top of cars and stumblin' out of bars"
"Jonas Brothers","Sucker","Sucker",6,"I follow you through the dark, can't get enough"
"Jonas Brothers","Sucker","Sucker",7,"You're the medicine and the pain, the tattoo inside my brain"
"Jonas Brothers","Sucker","Sucker",8,"And, baby, you know it's obvious"
"Jonas Brothers","Sucker","Sucker",9,"I'm a sucker for you"
"Jonas Brothers","Sucker","Sucker",10,"You say the word and I'll go anywhere blindly"
"Jonas Brothers","Sucker","Sucker",11,"I'm a sucker for you, yeah"
"Jonas Brothers","Sucker","Sucker",12,"Any road you take, you know that you'll find me"
"Jonas Brothers","Sucker","Sucker",13,"I'm a sucker for all the subliminal things"
"Jonas Brothers","Sucker","Sucker",14,"No one knows about you (About you), about you (About you)"
"Jonas Brothers","Sucker","Sucker",15,"And you're makin' the typical me break my typical rules"
"Jonas Brothers","Sucker","Sucker",16,"It's true, I'm a sucker for you, yeah"
"Jonas Brothers","Sucker","Sucker",17,"Don't complicate it (Yeah)"
"Jonas Brothers","Sucker","Sucker",18,"'Cause I know you and you know everything about me"
"Jonas Brothers","Sucker","Sucker",19,"I can't remember (Yeah) all of the nights"
"Jonas Brothers","Sucker","Sucker",20,"I don't remember when you're 'round me (Oh, yeah, yeah)"
"Jonas Brothers","Sucker","Sucker",21,"I've been dancin' on top of cars and stumblin' out of bars"
"Jonas Brothers","Sucker","Sucker",22,"I follow you through the dark, can't get enough"
"Jonas Brothers","Sucker","Sucker",23,"You're the medicine and the pain, the tattoo inside my brain"
"Jonas Brothers","Sucker","Sucker",24,"And, baby, you know it's obvious"
"Jonas Brothers","Sucker","Sucker",25,"I'm a sucker for you"
"Jonas Brothers","Sucker","Sucker",26,"You say the word and I'll go anywhere blindly"
"Jonas Brothers","Sucker","Sucker",27,"I'm a sucker for you, yeah"
"Jonas Brothers","Sucker","Sucker",28,"Any road you take, you know that you'll find me"
"Jonas Brothers","Sucker","Sucker",29,"I'm a sucker for all the subliminal things"
"Jonas Brothers","Sucker","Sucker",30,"No one knows about you (About you), about you (About you)"
"Jonas Brothers","Sucker","Sucker",31,"And you're makin' the typical me break my typical rules"
"Jonas Brothers","Sucker","Sucker",32,"It's true, I'm a sucker for you, yeah (Uh)"
"Jonas Brothers","Sucker","Sucker",33,"(I'm a sucker for you)"
"Jonas Brothers","Sucker","Sucker",34,"I've been dancin' on top of cars and stumblin' out of bars"
"Jonas Brothers","Sucker","Sucker",35,"I follow you through the dark, can't get enough"
"Jonas Brothers","Sucker","Sucker",36,"You're the medicine and the pain, the tattoo inside my brain"
"Jonas Brothers","Sucker","Sucker",37,"And, baby, you know it's obvious"
"Jonas Brothers","Sucker","Sucker",38,"I'm a sucker for you, yeah"
"Jonas Brothers","Sucker","Sucker",39,"Say the word and I'll go anywhere blindly"
"Jonas Brothers","Sucker","Sucker",40,"I'm a sucker for you, yeah"
"Jonas Brothers","Sucker","Sucker",41,"Any road you take, you know that you'll find me"
"Jonas Brothers","Sucker","Sucker",42,"I'm a sucker for all the subliminal things"
"Jonas Brothers","Sucker","Sucker",43,"No one knows about you (About you), about you (About you)"
"Jonas Brothers","Sucker","Sucker",44,"And you're makin' the typical me break my typical rules"
"Jonas Brothers","Sucker","Sucker",45,"It's true, I'm a sucker for you (Uh)"
"Jonas Brothers","Sucker","Sucker",46,"I'm a sucker for you"
"Khalid","Talk","Talk",1,"Can we just talk? Can we just talk?"
"Khalid","Talk","Talk",2,"Talk about where we're goin'"
"Khalid","Talk","Talk",3,"Before we get lost, lend me your thoughts"
"Khalid","Talk","Talk",4,"Can't get what we want without knowin'"
"Khalid","Talk","Talk",5,"I've never felt like this before"
"Khalid","Talk","Talk",6,"I apologize if I'm movin' too far"
"Khalid","Talk","Talk",7,"Can we just talk? Can we just talk?"
"Khalid","Talk","Talk",8,"Figure out where we're goin'"
"Khalid","Talk","Talk",9,"Yeah, started off right"
"Khalid","Talk","Talk",10,"I can see it in your eyes"
"Khalid","Talk","Talk",11,"I can tell that you're wantin' more"
"Khalid","Talk","Talk",12,"What's been on your mind?"
"Khalid","Talk","Talk",13,"There's no reason we should hide"
"Khalid","Talk","Talk",14,"Tell me somethin' I ain't heard before"
"Khalid","Talk","Talk",15,"Oh, I've been dreamin' 'bout it"
"Khalid","Talk","Talk",16,"And it's you I'm on"
"Khalid","Talk","Talk",17,"So stop thinkin' 'bout it"
"Khalid","Talk","Talk",18,"Can we just talk? Can we just talk?"
"Khalid","Talk","Talk",19,"Talk about where we're goin'"
"Khalid","Talk","Talk",20,"Before we get lost, lend me your thoughts (Yeah)"
"Khalid","Talk","Talk",21,"Can't get what we want without knowin' (No)"
"Khalid","Talk","Talk",22,"I've never felt like this before"
"Khalid","Talk","Talk",23,"I apologize if I'm movin' too far"
"Khalid","Talk","Talk",24,"Can we just talk? Can we just talk?"
"Khalid","Talk","Talk",25,"Figure out where we're goin'"
"Khalid","Talk","Talk",26,"Oh, nah"
"Khalid","Talk","Talk",27,"Penthouse view, left some flowers in the room"
"Khalid","Talk","Talk",28,"I'll make sure I leave the door unlocked"
"Khalid","Talk","Talk",29,"Now I'm on the way, swear I won't be late"
"Khalid","Talk","Talk",30,"I'll be there by five o'clock"
"Khalid","Talk","Talk",31,"Oh, you've been dreamin' 'bout it"
"Khalid","Talk","Talk",32,"And I'm what you want"
"Khalid","Talk","Talk",33,"So stop thinkin' 'bout it"
"Khalid","Talk","Talk",34,"Can we just talk? (Oh) Can we just talk?"
"Khalid","Talk","Talk",35,"Talk about where we're goin'"
"Khalid","Talk","Talk",36,"Before we get lost, lend me your thoughts"
"Khalid","Talk","Talk",37,"Can't get what we want without knowin'"
"Khalid","Talk","Talk",38,"I've never felt like this before"
"Khalid","Talk","Talk",39,"I apologize if I'm movin' too far"
"Khalid","Talk","Talk",40,"Can we just talk? Can we just talk?"
"Khalid","Talk","Talk",41,"Figure out where we're goin'"
"Khalid","Talk","Talk",42,"Figure out where we're goin'"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",1,"Hmm, mhm"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",2,"I don't wanna be alone tonight (Alone tonight)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",3,"It's pretty clear that I'm not over you (Over you, over you)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",4,"I'm still thinking 'bout the things you do (Things you do)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",5,"So I don't wanna be alone tonight, alone tonight, alone tonight"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",6,"Can you light the fire? (Light the fire, light the fire)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",7,"I need somebody who can take control (Take control)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",8,"I know exactly what I need to do"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",9,"'Cause I don't wanna be alone tonight, alone tonight, alone tonight"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",10,"Look what you made me do, I'm with somebody new"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",11,"Ooh, baby, baby, I'm dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",12,"Look what you made me do, I'm with somebody new"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",13,"Ooh, baby, baby, I'm dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",14,"Dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",15,"I wasn't even going out tonight (Out tonight)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",16,"But, boy, I need to get you off of my mind (Off of my mind)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",17,"I know exactly what I have to do"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",18,"I don't wanna be alone tonight, alone tonight, alone tonight"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",19,"Look what you made me do, I'm with somebody new"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",20,"Ooh, baby, baby, I'm dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",21,"Look what you made me do, I'm with somebody new"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",22,"Ooh, baby, baby, I'm dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",23,"Dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",24,"Dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",25,"Dancing, yeah, ooh"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",26,"Look what you made me do, I'm with somebody new (Ooh)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",27,"Ooh, baby, baby, I'm dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",28,"Look what you made me do, I'm with somebody new"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",29,"Ooh, baby, baby, I'm dancing with a stranger"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",30,"I'm dancing, I'm dancing (Ooh)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",31,"I'm dancing, I'm dancing (Dancing with a stranger)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",32,"I'm dancing, I'm dancing (Dancing with a stranger)"
"Sam Smith & Normani","Dancing With A Stranger","Dancing with a Stranger",33,"I'm dancing, I'm dancing (Dancing with a stranger)"
"Post Malone","Wow.","Wow.",1,"Said she tired of little money, need a big boy"
"Post Malone","Wow.","Wow.",2,"Pull up 20 inch blades like I'm Lil' Troy"
"Post Malone","Wow.","Wow.",3,"Now it's everybody flockin', need a decoy"
"Post Malone","Wow.","Wow.",4,"Shawty mixing up the vodka with the LaCroix, yeah"
"Post Malone","Wow.","Wow.",5,"G-Wagen, G-Wagen, G-Wagen, G-Wagen"
"Post Malone","Wow.","Wow.",6,"All the housewives pullin' up (Up, up)"
"Post Malone","Wow.","Wow.",7,"I got a lot of toys, 720"
"Post Malone","Wow.","Wow.",8,"S bumpin' Fall Out Boy"
"Post Malone","Wow.","Wow.",9,"You was talkin' shit in the beginning (Mm-mm)"
"Post Malone","Wow.","Wow.",10,"Back when I was feelin' more forgivin' (More forgivin')"
"Post Malone","Wow.","Wow.",11,"I know it piss you off to see me winnin' (See me winnin')"
"Post Malone","Wow.","Wow.",12,"See the igloo in my mouth when I be grinnin' (I be grinnin'), yeah"
"Post Malone","Wow.","Wow.",13,"Hunnid bands in my pocket, it's on me"
"Post Malone","Wow.","Wow.",14,"Hunnid deep when I roll like the army"
"Post Malone","Wow.","Wow.",15,"Get more bottles, these bottles are lonely"
"Post Malone","Wow.","Wow.",16,"It's a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)"
"Post Malone","Wow.","Wow.",17,"Hunnid bands in my pocket, it's on me (On me)"
"Post Malone","Wow.","Wow.",18,"Yeah, your grandmama probably know me (Know me)"
"Post Malone","Wow.","Wow.",19,"Get more bottles, these bottles are lonely"
"Post Malone","Wow.","Wow.",20,"It's a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)"
"Post Malone","Wow.","Wow.",21,"Everywhere I go (Hey)"
"Post Malone","Wow.","Wow.",22,"Catch me on the block like I'm Mutombo (Wow)750 Lambo in the Utah snow (Skrrt)"
"Post Malone","Wow.","Wow.",23,"Trunk in the front like that shit Dumbo, yeah"
"Post Malone","Wow.","Wow.",24,"Cut the roof off like a nip-tuck"
"Post Malone","Wow.","Wow.",25,"Pull up to the house with some big butts"
"Post Malone","Wow.","Wow.",26,"Turn the kitchen counter to a strip-club (Yeah, wow)"
"Post Malone","Wow.","Wow.",27,"Me and Dre came for the..."
"Post Malone","Wow.","Wow.",28,"When I got guap, all of y'all just appeared (Wow)"
"Post Malone","Wow.","Wow.",29,"Before I dropped Stoney, none of y'all really cared (Cared)"
"Post Malone","Wow.","Wow.",30,"Now they always say, ""Congratulations,"" to the kid (Kid)"
"Post Malone","Wow.","Wow.",31,"And this is not a 40, but I'm pourin' out this shit (Yeah)"
"Post Malone","Wow.","Wow.",32,"Used to have a lot, but I got more now (Yup)"
"Post Malone","Wow.","Wow.",33,"Made another hit 'cause I got bored now (Yup)"
"Post Malone","Wow.","Wow.",34,"Always goin' for it, never punt fourth down"
"Post Malone","Wow.","Wow.",35,"Last call, Hail Mary, Prescott touchdown, ayy"
"Post Malone","Wow.","Wow.",36,"Hunnid bands in my pocket, it's on me (On me)"
"Post Malone","Wow.","Wow.",37,"Hunnid deep when I roll like the army (Hey)"
"Post Malone","Wow.","Wow.",38,"Get more bottles, these bottles are lonely"
"Post Malone","Wow.","Wow.",39,"It's a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)"
"Post Malone","Wow.","Wow.",40,"Hunnid bands in my pocket, it's on me (Yeah, yeah)"
"Post Malone","Wow.","Wow.",41,"Yeah, your grandmama probably know me (Yeah, yeah)"
"Post Malone","Wow.","Wow.",42,"Get more bottles, these bottles are lonely"
"Post Malone","Wow.","Wow.",43,"It's a moment when I show up, got 'em sayin', ""Wow"""
"Post Malone","Wow.","Wow.",44,"Got 'em sayin', ""Wow"""
"Post Malone","Wow.","Wow.",45,"Ayy, ayy, wow"
"Post Malone","Wow.","Wow.",46,"Sayin', ""Wow"""
"Post Malone","Wow.","Wow.",47,"Wow"
"Post Malone","Wow.","Wow.",48,"Wow"
"Lizzo","Truth Hurts","Truth Hurts",1,"Why men great 'til they gotta be great?"
"Lizzo","Truth Hurts","Truth Hurts",2,"Woo!"
"Lizzo","Truth Hurts","Truth Hurts",3,"I just took a DNA test, turns out I'm 100% that bitch"
"Lizzo","Truth Hurts","Truth Hurts",4,"Even when I'm crying crazy"
"Lizzo","Truth Hurts","Truth Hurts",5,"Yeah, I got boy problems, that's the human in me"
"Lizzo","Truth Hurts","Truth Hurts",6,"Bling bling, then I solve 'em, that's the goddess in me"
"Lizzo","Truth Hurts","Truth Hurts",7,"You coulda had a bad bitch, non-committal"
"Lizzo","Truth Hurts","Truth Hurts",8,"Help you with your career just a little"
"Lizzo","Truth Hurts","Truth Hurts",9,"You're 'posed to hold me down, but you're holding me back"
"Lizzo","Truth Hurts","Truth Hurts",10,"And that's the sound of me not calling you back"
"Lizzo","Truth Hurts","Truth Hurts",11,"Why men great 'til they gotta be great? ('Til they gotta be great)"
"Lizzo","Truth Hurts","Truth Hurts",12,"Don't text me, tell it straight to my face (Tell it straight to my face)"
"Lizzo","Truth Hurts","Truth Hurts",13,"Best friend sat me down in the salon chair (Down in the salon chair)"
"Lizzo","Truth Hurts","Truth Hurts",14,"Shampoo press, get you out of my hair"
"Lizzo","Truth Hurts","Truth Hurts",15,"Fresh photos with the bomb lighting (With the bomb lighting)"
"Lizzo","Truth Hurts","Truth Hurts",16,"New man on the Minnesota Vikings (Minnesota Vikings)"
"Lizzo","Truth Hurts","Truth Hurts",17,"Truth hurts, needed something more exciting (Yee)"
"Lizzo","Truth Hurts","Truth Hurts",18,"Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)"
"Lizzo","Truth Hurts","Truth Hurts",19,"You tried to break my heart?"
"Lizzo","Truth Hurts","Truth Hurts",20,"Oh, that breaks my heart"
"Lizzo","Truth Hurts","Truth Hurts",21,"That you thought you ever had it"
"Lizzo","Truth Hurts","Truth Hurts",22,"No, you ain't from the start"
"Lizzo","Truth Hurts","Truth Hurts",23,"Hey, I'm glad you're back with your bitch"
"Lizzo","Truth Hurts","Truth Hurts",24,"I mean, who would wanna hide this?"
"Lizzo","Truth Hurts","Truth Hurts",25,"I will never, ever, ever, ever, ever be your side chick"
"Lizzo","Truth Hurts","Truth Hurts",26,"I put the sing in single"
"Lizzo","Truth Hurts","Truth Hurts",27,"Ain't worried 'bout a ring on my finger"
"Lizzo","Truth Hurts","Truth Hurts",28,"So you can tell your friend, ""Shoot your shot"" when you see him"
"Lizzo","Truth Hurts","Truth Hurts",29,"It's okay, he already in my DMs"
"Lizzo","Truth Hurts","Truth Hurts",30,"Why men great 'til they gotta be great? ('Til they gotta be great)"
"Lizzo","Truth Hurts","Truth Hurts",31,"Don't text me, tell it straight to my face (Tell it straight to my face)"
"Lizzo","Truth Hurts","Truth Hurts",32,"Best friend sat me down in the salon chair (Down in the salon chair)"
"Lizzo","Truth Hurts","Truth Hurts",33,"Shampoo press, get you out of my hair"
"Lizzo","Truth Hurts","Truth Hurts",34,"Fresh photos with the bomb lighting (With the bomb lighting)"
"Lizzo","Truth Hurts","Truth Hurts",35,"New man on the Minnesota Vikings (Minnesota Vikings)"
"Lizzo","Truth Hurts","Truth Hurts",36,"Truth hurts, needed something more exciting (Yee)"
"Lizzo","Truth Hurts","Truth Hurts",37,"Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)"
"Lizzo","Truth Hurts","Truth Hurts",38,"I'ma hit you back in a minute (Yeah, yeah)"
"Lizzo","Truth Hurts","Truth Hurts",39,"I don't play tag, bitch, I been it (One time)"
"Lizzo","Truth Hurts","Truth Hurts",40,"We don't fuck with lies (Two times), we don't do goodbyes (Woo)"
"Lizzo","Truth Hurts","Truth Hurts",41,"We just keep it pushing like ay-ay-ay"
"Lizzo","Truth Hurts","Truth Hurts",42,"I'ma hit you back in a minute (Yeah, yeah)"
"Lizzo","Truth Hurts","Truth Hurts",43,"I don't play tag, bitch, I been it (One time)"
"Lizzo","Truth Hurts","Truth Hurts",44,"We don't fuck with lies (Two times), we don't do goodbyes (Woo)"
"Lizzo","Truth Hurts","Truth Hurts",45,"We just keep it pushing like ay-ay-ay (Woo)"
"Lizzo","Truth Hurts","Truth Hurts",46,"Why men great 'til they gotta be great? ('Til they gotta be great)"
"Lizzo","Truth Hurts","Truth Hurts",47,"Don't text me, tell it straight to my face (Tell it straight to my face)"
"Lizzo","Truth Hurts","Truth Hurts",48,"Best friend sat me down in the salon chair (Down in the salon chair)"
"Lizzo","Truth Hurts","Truth Hurts",49,"Shampoo press, get you out of my hair"
"Lizzo","Truth Hurts","Truth Hurts",50,"Fresh photos with the bomb lighting (With the bomb lighting)"
"Lizzo","Truth Hurts","Truth Hurts",51,"New man on the Minnesota Vikings (Minnesota Vikings)"
"Lizzo","Truth Hurts","Truth Hurts",52,"Truth hurts, needed something more exciting (Yee)"
"Lizzo","Truth Hurts","Truth Hurts",53,"Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)"
"Lizzo","Truth Hurts","Truth Hurts",54,"With the bomb lighting"
"Lizzo","Truth Hurts","Truth Hurts",55,"Minnesota Vikings"
"Lizzo","Truth Hurts","Truth Hurts",56,"Yee, eh, yeah, yeah, yeah"
"Halsey","Without Me","Without Me",1,"Found you when your heart was broke"
"Halsey","Without Me","Without Me",2,"I filled your cup until it overflowed"
"Halsey","Without Me","Without Me",3,"Took it so far to keep you close (Keep you close)"
"Halsey","Without Me","Without Me",4,"I was afraid to leave you on your own (Ooh)"
"Halsey","Without Me","Without Me",5,"I said I'd catch you if you fall (Fall)"
"Halsey","Without Me","Without Me",6,"And if they laugh, then fuck 'em all (All)"
"Halsey","Without Me","Without Me",7,"And then I got you off your knees"
"Halsey","Without Me","Without Me",8,"Put you right back on your feet"
"Halsey","Without Me","Without Me",9,"Just so you could take advantage of me"
"Halsey","Without Me","Without Me",10,"Tell me, how's it feel sittin' up there?"
"Halsey","Without Me","Without Me",11,"Feelin' so high, but too far away to hold me"
"Halsey","Without Me","Without Me",12,"You know I'm the one who put you up there"
"Halsey","Without Me","Without Me",13,"Name in the sky, does it ever get lonely?"
"Halsey","Without Me","Without Me",14,"Thinkin' you could live without me"
"Halsey","Without Me","Without Me",15,"Thinkin' you could live without me"
"Halsey","Without Me","Without Me",16,"Baby, I'm the one who put you up there"
"Halsey","Without Me","Without Me",17,"I don't know why (Yeah, I don't know why)"
"Halsey","Without Me","Without Me",18,"Thinkin' you could live without me"
"Halsey","Without Me","Without Me",19,"Live without me"
"Halsey","Without Me","Without Me",20,"Baby, I'm the one who put you up there"
"Halsey","Without Me","Without Me",21,"I don't know why (I don't know why, yeah, yeah)"
"Halsey","Without Me","Without Me",22,"Gave love 'bout a hundred tries (Hundred tries)"
"Halsey","Without Me","Without Me",23,"Just runnin' from the demons in your mind"
"Halsey","Without Me","Without Me",24,"Then I took yours and made 'em mine (Mine)"
"Halsey","Without Me","Without Me",25,"I didn't notice 'cause my love was blind"
"Halsey","Without Me","Without Me",26,"Said I'd catch you if you fall (Fall)"
"Halsey","Without Me","Without Me",27,"And if they laugh, then fuck 'em all (All)"
"Halsey","Without Me","Without Me",28,"And then I got you off your knees"
